expense_id,date,vendor,category,description,amount,tax_amount,currency,payment_method,is_billable,notes
EXP-5237,2025-09-25,USPS,Shipping & Postage,First-class & priority shipping,201.90,0.00,USD,Business Credit Card,no,
EXP-5230,2025-09-25,UPS,Shipping & Postage,Outbound shipping labels,329.57,0.00,USD,Business Credit Card,no,
EXP-5226,2025-09-25,UPS,Shipping & Postage,Outbound shipping labels,67.00,0.00,USD,Business Credit Card,no,
EXP-5264,2025-09-26,PayPal Fees,Bank & Processor Fees,Processing fees,182.93,0.00,USD,Business Credit Card,no,
EXP-5225,2025-09-26,UPS,Shipping & Postage,Outbound shipping labels,260.71,0.00,USD,Business Credit Card,no,
EXP-5245,2025-09-26,USPS,Shipping & Postage,First-class & priority shipping,7.66,0.00,USD,Business Credit Card,no,
EXP-5276,2025-09-27,TikTok Ads,Advertising & Marketing,Paid social campaign,519.62,0.00,USD,Business Credit Card,no,
EXP-5268,2025-09-27,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,781.31,0.00,USD,Business Credit Card,no,
EXP-5241,2025-09-28,USPS,Shipping & Postage,First-class & priority shipping,25.61,0.00,USD,Business Credit Card,no,
EXP-5259,2025-09-28,Stripe Fees,Bank & Processor Fees,Card processing fees,713.79,0.00,USD,Business Credit Card,no,
EXP-5321,2025-10-01,USPS,Shipping & Postage,First-class & priority shipping,184.83,0.00,USD,Business Credit Card,no,
EXP-5336,2025-10-01,ShipStation,Software & Subscriptions,Monthly subscription,29.83,0.00,USD,Business Credit Card,no,
EXP-5373,2025-10-03,Uline Packaging,Packaging & Supplies,"Boxes, mailers, void fill",475.96,0.00,USD,ACH,no,
EXP-5319,2025-10-03,USPS,Shipping & Postage,First-class & priority shipping,164.14,0.00,USD,Business Credit Card,no,
EXP-5298,2025-10-04,UPS,Shipping & Postage,Outbound shipping labels,132.66,0.00,USD,Business Credit Card,no,
EXP-5361,2025-10-04,TikTok Ads,Advertising & Marketing,Paid social campaign,1145.67,0.00,USD,Business Credit Card,no,
EXP-5350,2025-10-05,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,3400.15,0.00,USD,Business Credit Card,no,
EXP-5378,2025-10-06,AT&T Business,Utilities,Business internet & phone,102.06,0.00,USD,ACH,no,
EXP-5341,2025-10-06,Stripe Fees,Bank & Processor Fees,Card processing fees,429.04,0.00,USD,Business Credit Card,no,
EXP-5359,2025-10-06,Google Ads,Advertising & Marketing,Search & shopping ads,385.32,0.00,USD,Business Credit Card,no,
EXP-5312,2025-10-07,USPS,Shipping & Postage,First-class & priority shipping,122.77,0.00,USD,Business Credit Card,no,
EXP-5342,2025-10-07,Stripe Fees,Bank & Processor Fees,Card processing fees,366.89,0.00,USD,Business Credit Card,no,
EXP-5313,2025-10-07,USPS,Shipping & Postage,First-class & priority shipping,60.96,0.00,USD,Business Credit Card,no,
EXP-5315,2025-10-07,USPS,Shipping & Postage,First-class & priority shipping,59.63,0.00,USD,Business Credit Card,no,
EXP-5294,2025-10-08,UPS,Shipping & Postage,Outbound shipping labels,366.50,0.00,USD,Business Credit Card,no,
EXP-5328,2025-10-08,FedEx,Shipping & Postage,Express shipments,468.85,0.00,USD,Business Credit Card,no,
EXP-5339,2025-10-08,Stripe Fees,Bank & Processor Fees,Card processing fees,250.14,0.00,USD,Business Credit Card,no,
EXP-5305,2025-10-08,UPS,Shipping & Postage,Outbound shipping labels,146.45,0.00,USD,Business Credit Card,no,
EXP-5314,2025-10-08,USPS,Shipping & Postage,First-class & priority shipping,210.22,0.00,USD,Business Credit Card,no,
EXP-5364,2025-10-09,Adobe Creative Cloud,Software & Subscriptions,Design software subscription,63.59,0.00,USD,Business Credit Card,no,
EXP-5344,2025-10-09,PayPal Fees,Bank & Processor Fees,Processing fees,152.47,0.00,USD,Business Credit Card,no,
EXP-5348,2025-10-09,PayPal Fees,Bank & Processor Fees,Processing fees,260.25,0.00,USD,Business Credit Card,no,
EXP-5368,2025-10-10,Northern Leather Supply,Cost of Goods Sold,Leather raw material order,2749.83,0.00,USD,Business Credit Card,no,
EXP-5370,2025-10-10,Pacific Coast Textiles,Cost of Goods Sold,Fabric raw material order,2558.48,0.00,USD,ACH,no,
EXP-5356,2025-10-10,Google Ads,Advertising & Marketing,Search & shopping ads,1038.33,0.00,USD,Business Credit Card,no,
EXP-5362,2025-10-11,TikTok Ads,Advertising & Marketing,Paid social campaign,712.27,0.00,USD,Business Credit Card,no,
EXP-5363,2025-10-12,TikTok Ads,Advertising & Marketing,Paid social campaign,1397.60,0.00,USD,Business Credit Card,no,
EXP-5332,2025-10-12,FedEx,Shipping & Postage,Express shipments,253.20,0.00,USD,Business Credit Card,no,
EXP-5299,2025-10-13,UPS,Shipping & Postage,Outbound shipping labels,308.55,0.00,USD,Business Credit Card,no,
EXP-5358,2025-10-13,Google Ads,Advertising & Marketing,Search & shopping ads,518.49,0.00,USD,Business Credit Card,no,
EXP-5353,2025-10-14,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,2198.39,0.00,USD,Business Credit Card,no,
EXP-5302,2025-10-14,UPS,Shipping & Postage,Outbound shipping labels,459.15,0.00,USD,Business Credit Card,no,
EXP-5365,2025-10-14,Adobe Creative Cloud,Software & Subscriptions,Design software subscription,58.02,0.00,USD,Business Credit Card,no,
EXP-5296,2025-10-15,UPS,Shipping & Postage,Outbound shipping labels,431.57,0.00,USD,Business Credit Card,no,
EXP-5334,2025-10-15,FedEx,Shipping & Postage,Express shipments,605.79,0.00,USD,Business Credit Card,no,
EXP-5326,2025-10-16,USPS,Shipping & Postage,First-class & priority shipping,48.79,0.00,USD,Business Credit Card,no,
EXP-5309,2025-10-16,UPS,Shipping & Postage,Outbound shipping labels,158.89,0.00,USD,Business Credit Card,no,
EXP-5360,2025-10-16,TikTok Ads,Advertising & Marketing,Paid social campaign,2032.86,0.00,USD,Business Credit Card,no,
EXP-5303,2025-10-17,UPS,Shipping & Postage,Outbound shipping labels,262.69,0.00,USD,Business Credit Card,no,
EXP-5349,2025-10-18,PayPal Fees,Bank & Processor Fees,Processing fees,146.83,0.00,USD,Business Credit Card,no,
EXP-5325,2025-10-19,USPS,Shipping & Postage,First-class & priority shipping,209.29,0.00,USD,Business Credit Card,no,
EXP-5346,2025-10-19,PayPal Fees,Bank & Processor Fees,Processing fees,224.23,0.00,USD,Business Credit Card,no,
EXP-5377,2025-10-19,Pacific Gas & Electric,Utilities,Studio utilities,254.61,0.00,USD,ACH,no,
EXP-5310,2025-10-19,USPS,Shipping & Postage,First-class & priority shipping,68.96,0.00,USD,Business Credit Card,no,
EXP-5340,2025-10-20,Stripe Fees,Bank & Processor Fees,Card processing fees,307.62,0.00,USD,Business Credit Card,no,
EXP-5324,2025-10-20,USPS,Shipping & Postage,First-class & priority shipping,79.81,0.00,USD,Business Credit Card,no,
EXP-5317,2025-10-20,USPS,Shipping & Postage,First-class & priority shipping,89.31,0.00,USD,Business Credit Card,no,
EXP-5366,2025-10-20,AWS,Software & Subscriptions,Cloud hosting & storage,191.62,0.00,USD,Business Credit Card,no,
EXP-5367,2025-10-21,Avalara Sales Tax,Software & Subscriptions,Sales tax automation subscription,131.54,0.00,USD,Business Credit Card,no,
EXP-5371,2025-10-21,Cedar Mill Lumber Co,Cost of Goods Sold,Cedar planter material,1755.81,0.00,USD,Business Credit Card,no,
EXP-5379,2025-10-22,Bench Bookkeeping,Professional Services,Monthly bookkeeping service,249.00,0.00,USD,ACH,no,
EXP-5320,2025-10-22,USPS,Shipping & Postage,First-class & priority shipping,121.28,0.00,USD,Business Credit Card,no,
EXP-5333,2025-10-22,FedEx,Shipping & Postage,Express shipments,484.42,0.00,USD,Business Credit Card,no,
EXP-5335,2025-10-23,FedEx,Shipping & Postage,Express shipments,328.51,0.00,USD,Business Credit Card,no,
EXP-5304,2025-10-23,UPS,Shipping & Postage,Outbound shipping labels,401.46,0.00,USD,Business Credit Card,no,
EXP-5369,2025-10-25,Northern Leather Supply,Cost of Goods Sold,Leather raw material order,4790.41,0.00,USD,ACH,no,
EXP-5376,2025-10-25,WeWork Studio Space,Rent,Monthly studio rent,1850.00,0.00,USD,ACH,no,
EXP-5295,2025-10-25,UPS,Shipping & Postage,Outbound shipping labels,226.74,0.00,USD,Business Credit Card,no,
EXP-5343,2025-10-25,Stripe Fees,Bank & Processor Fees,Card processing fees,330.40,0.00,USD,Business Credit Card,no,
EXP-5327,2025-10-25,USPS,Shipping & Postage,First-class & priority shipping,220.35,0.00,USD,Business Credit Card,no,
EXP-5318,2025-10-25,USPS,Shipping & Postage,First-class & priority shipping,30.97,0.00,USD,Business Credit Card,no,
EXP-5352,2025-10-26,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,238.97,0.00,USD,Business Credit Card,no,
EXP-5330,2025-10-26,FedEx,Shipping & Postage,Express shipments,271.02,0.00,USD,Business Credit Card,no,
EXP-5307,2025-10-27,UPS,Shipping & Postage,Outbound shipping labels,172.05,0.00,USD,Business Credit Card,no,
EXP-5316,2025-10-27,USPS,Shipping & Postage,First-class & priority shipping,64.43,0.00,USD,Business Credit Card,no,
EXP-5347,2025-10-27,PayPal Fees,Bank & Processor Fees,Processing fees,45.46,0.00,USD,Business Credit Card,no,
EXP-5297,2025-10-28,UPS,Shipping & Postage,Outbound shipping labels,24.80,0.00,USD,Business Credit Card,no,
EXP-5354,2025-10-28,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,2722.61,0.00,USD,Business Credit Card,no,
EXP-5357,2025-10-28,Google Ads,Advertising & Marketing,Search & shopping ads,2121.99,0.00,USD,Business Credit Card,no,
EXP-5323,2025-10-28,USPS,Shipping & Postage,First-class & priority shipping,118.86,0.00,USD,Business Credit Card,no,
EXP-5487,2025-11-01,EcoEnclose,Packaging & Supplies,Compostable mailers and tissue,1204.21,0.00,USD,Business Credit Card,no,
EXP-5488,2025-11-01,WeWork Studio Space,Rent,Monthly studio rent,1850.00,0.00,USD,ACH,no,
EXP-5434,2025-11-01,FedEx,Shipping & Postage,Express shipments,107.05,0.00,USD,Business Credit Card,no,
EXP-5411,2025-11-01,USPS,Shipping & Postage,First-class & priority shipping,166.94,0.00,USD,Business Credit Card,no,
EXP-5458,2025-11-02,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,3178.90,0.00,USD,Business Credit Card,no,
EXP-5481,2025-11-02,Pacific Coast Textiles,Cost of Goods Sold,Fabric raw material order,2648.56,0.00,USD,Business Credit Card,no,
EXP-5452,2025-11-02,PayPal Fees,Bank & Processor Fees,Processing fees,75.75,0.00,USD,Business Credit Card,no,
EXP-5468,2025-11-02,Google Ads,Advertising & Marketing,Search & shopping ads,2167.28,0.00,USD,Business Credit Card,no,
EXP-5462,2025-11-02,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,3654.63,0.00,USD,Business Credit Card,no,
EXP-5485,2025-11-03,Uline Packaging,Packaging & Supplies,"Boxes, mailers, void fill",1059.20,0.00,USD,Business Credit Card,no,
EXP-5385,2025-11-03,UPS,Shipping & Postage,Outbound shipping labels,60.64,0.00,USD,Business Credit Card,no,
EXP-5442,2025-11-03,Stripe Fees,Bank & Processor Fees,Card processing fees,697.97,0.00,USD,Business Credit Card,no,
EXP-5472,2025-11-03,TikTok Ads,Advertising & Marketing,Paid social campaign,1683.95,0.00,USD,Business Credit Card,no,
EXP-5429,2025-11-03,FedEx,Shipping & Postage,Express shipments,125.36,0.00,USD,Business Credit Card,no,
EXP-5448,2025-11-04,PayPal Fees,Bank & Processor Fees,Processing fees,312.25,0.00,USD,Business Credit Card,no,
EXP-5436,2025-11-04,FedEx,Shipping & Postage,Express shipments,185.68,0.00,USD,Business Credit Card,no,
EXP-5463,2025-11-04,Google Ads,Advertising & Marketing,Search & shopping ads,987.00,0.00,USD,Business Credit Card,no,
EXP-5381,2025-11-04,UPS,Shipping & Postage,Outbound shipping labels,56.72,0.00,USD,Business Credit Card,no,
EXP-5443,2025-11-05,Stripe Fees,Bank & Processor Fees,Card processing fees,83.71,0.00,USD,Business Credit Card,no,
EXP-5391,2025-11-05,UPS,Shipping & Postage,Outbound shipping labels,258.52,0.00,USD,Business Credit Card,no,
EXP-5437,2025-11-05,FedEx,Shipping & Postage,Express shipments,447.69,0.00,USD,Business Credit Card,no,
EXP-5392,2025-11-06,UPS,Shipping & Postage,Outbound shipping labels,25.37,0.00,USD,Business Credit Card,no,
EXP-5465,2025-11-06,Google Ads,Advertising & Marketing,Search & shopping ads,2896.82,0.00,USD,Business Credit Card,no,
EXP-5457,2025-11-06,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,2716.66,0.00,USD,Business Credit Card,no,
EXP-5446,2025-11-07,Stripe Fees,Bank & Processor Fees,Card processing fees,738.65,0.00,USD,Business Credit Card,no,
EXP-5380,2025-11-07,UPS,Shipping & Postage,Outbound shipping labels,90.11,0.00,USD,Business Credit Card,no,
EXP-5455,2025-11-07,PayPal Fees,Bank & Processor Fees,Processing fees,159.21,0.00,USD,Business Credit Card,no,
EXP-5404,2025-11-08,USPS,Shipping & Postage,First-class & priority shipping,194.30,0.00,USD,Business Credit Card,no,
EXP-5477,2025-11-08,AWS,Software & Subscriptions,Cloud hosting & storage,234.03,0.00,USD,Business Credit Card,no,
EXP-5451,2025-11-08,PayPal Fees,Bank & Processor Fees,Processing fees,239.97,0.00,USD,Business Credit Card,no,
EXP-5389,2025-11-08,UPS,Shipping & Postage,Outbound shipping labels,357.19,0.00,USD,Business Credit Card,no,
EXP-5438,2025-11-08,ShipStation,Software & Subscriptions,Monthly subscription,35.31,0.00,USD,Business Credit Card,no,
EXP-5419,2025-11-08,USPS,Shipping & Postage,First-class & priority shipping,44.21,0.00,USD,Business Credit Card,no,
EXP-5471,2025-11-08,TikTok Ads,Advertising & Marketing,Paid social campaign,479.55,0.00,USD,Business Credit Card,no,
EXP-5484,2025-11-09,Uline Packaging,Packaging & Supplies,"Boxes, mailers, void fill",1590.91,0.00,USD,ACH,no,
EXP-5432,2025-11-09,FedEx,Shipping & Postage,Express shipments,438.79,0.00,USD,Business Credit Card,no,
EXP-5486,2025-11-09,EcoEnclose,Packaging & Supplies,Compostable mailers and tissue,894.92,0.00,USD,Business Credit Card,no,
EXP-5460,2025-11-09,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,2124.92,0.00,USD,Business Credit Card,no,
EXP-5422,2025-11-09,USPS,Shipping & Postage,First-class & priority shipping,24.54,0.00,USD,Business Credit Card,no,
EXP-5447,2025-11-09,Stripe Fees,Bank & Processor Fees,Card processing fees,677.46,0.00,USD,Business Credit Card,no,
EXP-5461,2025-11-10,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,994.89,0.00,USD,Business Credit Card,no,
EXP-5410,2025-11-10,USPS,Shipping & Postage,First-class & priority shipping,115.79,0.00,USD,Business Credit Card,no,
EXP-5415,2025-11-10,USPS,Shipping & Postage,First-class & priority shipping,145.70,0.00,USD,Business Credit Card,no,
EXP-5407,2025-11-10,USPS,Shipping & Postage,First-class & priority shipping,8.47,0.00,USD,Business Credit Card,no,
EXP-5394,2025-11-11,UPS,Shipping & Postage,Outbound shipping labels,416.46,0.00,USD,Business Credit Card,no,
EXP-5473,2025-11-11,TikTok Ads,Advertising & Marketing,Paid social campaign,2242.34,0.00,USD,Business Credit Card,no,
EXP-5403,2025-11-12,USPS,Shipping & Postage,First-class & priority shipping,118.71,0.00,USD,Business Credit Card,no,
EXP-5470,2025-11-12,TikTok Ads,Advertising & Marketing,Paid social campaign,1877.42,0.00,USD,Business Credit Card,no,
EXP-5417,2025-11-12,USPS,Shipping & Postage,First-class & priority shipping,50.13,0.00,USD,Business Credit Card,no,
EXP-5388,2025-11-13,UPS,Shipping & Postage,Outbound shipping labels,156.79,0.00,USD,Business Credit Card,no,
EXP-5464,2025-11-14,Google Ads,Advertising & Marketing,Search & shopping ads,1289.84,0.00,USD,Business Credit Card,no,
EXP-5428,2025-11-14,FedEx,Shipping & Postage,Express shipments,128.74,0.00,USD,Business Credit Card,no,
EXP-5406,2025-11-14,USPS,Shipping & Postage,First-class & priority shipping,66.79,0.00,USD,Business Credit Card,no,
EXP-5439,2025-11-14,Klaviyo,Software & Subscriptions,Email marketing platform,140.03,0.00,USD,Business Credit Card,no,
EXP-5479,2025-11-15,Northern Leather Supply,Cost of Goods Sold,Leather raw material order,4772.56,0.00,USD,ACH,no,
EXP-5395,2025-11-15,UPS,Shipping & Postage,Outbound shipping labels,468.29,0.00,USD,Business Credit Card,no,
EXP-5431,2025-11-15,FedEx,Shipping & Postage,Express shipments,388.73,0.00,USD,Business Credit Card,no,
EXP-5390,2025-11-15,UPS,Shipping & Postage,Outbound shipping labels,305.19,0.00,USD,Business Credit Card,no,
EXP-5433,2025-11-16,FedEx,Shipping & Postage,Express shipments,128.61,0.00,USD,Business Credit Card,no,
EXP-5412,2025-11-16,USPS,Shipping & Postage,First-class & priority shipping,227.59,0.00,USD,Business Credit Card,no,
EXP-5408,2025-11-17,USPS,Shipping & Postage,First-class & priority shipping,196.80,0.00,USD,Business Credit Card,no,
EXP-5384,2025-11-17,UPS,Shipping & Postage,Outbound shipping labels,370.02,0.00,USD,Business Credit Card,no,
EXP-5435,2025-11-18,FedEx,Shipping & Postage,Express shipments,28.39,0.00,USD,Business Credit Card,no,
EXP-5476,2025-11-18,Adobe Creative Cloud,Software & Subscriptions,Design software subscription,74.78,0.00,USD,Business Credit Card,no,
EXP-5482,2025-11-18,Cedar Mill Lumber Co,Cost of Goods Sold,Cedar planter material,1557.70,0.00,USD,ACH,no,
EXP-5427,2025-11-18,FedEx,Shipping & Postage,Express shipments,504.33,0.00,USD,Business Credit Card,no,
EXP-5396,2025-11-18,UPS,Shipping & Postage,Outbound shipping labels,449.51,0.00,USD,Business Credit Card,no,
EXP-5483,2025-11-18,Uline Packaging,Packaging & Supplies,"Boxes, mailers, void fill",769.31,0.00,USD,Business Credit Card,no,
EXP-5402,2025-11-18,USPS,Shipping & Postage,First-class & priority shipping,78.46,0.00,USD,Business Credit Card,no,
EXP-5397,2025-11-18,UPS,Shipping & Postage,Outbound shipping labels,220.19,0.00,USD,Business Credit Card,no,
EXP-5459,2025-11-18,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,2283.71,0.00,USD,Business Credit Card,no,
EXP-5466,2025-11-19,Google Ads,Advertising & Marketing,Search & shopping ads,589.20,0.00,USD,Business Credit Card,no,
EXP-5401,2025-11-19,UPS,Shipping & Postage,Outbound shipping labels,215.57,0.00,USD,Business Credit Card,no,
EXP-5399,2025-11-19,UPS,Shipping & Postage,Outbound shipping labels,291.67,0.00,USD,Business Credit Card,no,
EXP-5425,2025-11-20,USPS,Shipping & Postage,First-class & priority shipping,194.97,0.00,USD,Business Credit Card,no,
EXP-5400,2025-11-21,UPS,Shipping & Postage,Outbound shipping labels,362.49,0.00,USD,Business Credit Card,no,
EXP-5423,2025-11-21,USPS,Shipping & Postage,First-class & priority shipping,62.06,0.00,USD,Business Credit Card,no,
EXP-5478,2025-11-21,Avalara Sales Tax,Software & Subscriptions,Sales tax automation subscription,154.45,0.00,USD,Business Credit Card,no,
EXP-5426,2025-11-22,USPS,Shipping & Postage,First-class & priority shipping,69.62,0.00,USD,Business Credit Card,no,
EXP-5393,2025-11-22,UPS,Shipping & Postage,Outbound shipping labels,179.00,0.00,USD,Business Credit Card,no,
EXP-5490,2025-11-22,AT&T Business,Utilities,Business internet & phone,157.67,0.00,USD,ACH,no,
EXP-5398,2025-11-23,UPS,Shipping & Postage,Outbound shipping labels,264.39,0.00,USD,Business Credit Card,no,
EXP-5480,2025-11-23,Northern Leather Supply,Cost of Goods Sold,Leather raw material order,2871.06,0.00,USD,ACH,no,
EXP-5453,2025-11-24,PayPal Fees,Bank & Processor Fees,Processing fees,250.15,0.00,USD,Business Credit Card,no,
EXP-5420,2025-11-24,USPS,Shipping & Postage,First-class & priority shipping,157.16,0.00,USD,Business Credit Card,no,
EXP-5414,2025-11-25,USPS,Shipping & Postage,First-class & priority shipping,106.72,0.00,USD,Business Credit Card,no,
EXP-5450,2025-11-25,PayPal Fees,Bank & Processor Fees,Processing fees,312.37,0.00,USD,Business Credit Card,no,
EXP-5444,2025-11-25,Stripe Fees,Bank & Processor Fees,Card processing fees,346.09,0.00,USD,Business Credit Card,no,
EXP-5416,2025-11-26,USPS,Shipping & Postage,First-class & priority shipping,7.69,0.00,USD,Business Credit Card,no,
EXP-5467,2025-11-26,Google Ads,Advertising & Marketing,Search & shopping ads,1011.37,0.00,USD,Business Credit Card,no,
EXP-5441,2025-11-26,Stripe Fees,Bank & Processor Fees,Card processing fees,64.75,0.00,USD,Business Credit Card,no,
EXP-5421,2025-11-27,USPS,Shipping & Postage,First-class & priority shipping,94.54,0.00,USD,Business Credit Card,no,
EXP-5409,2025-11-28,USPS,Shipping & Postage,First-class & priority shipping,37.89,0.00,USD,Business Credit Card,no,
EXP-5569,2025-12-01,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,2735.55,0.00,USD,Business Credit Card,no,
EXP-5499,2025-12-02,UPS,Shipping & Postage,Outbound shipping labels,279.23,0.00,USD,Business Credit Card,no,
EXP-5495,2025-12-02,UPS,Shipping & Postage,Outbound shipping labels,402.87,0.00,USD,Business Credit Card,no,
EXP-5497,2025-12-02,UPS,Shipping & Postage,Outbound shipping labels,106.57,0.00,USD,Business Credit Card,no,
EXP-5570,2025-12-02,Google Ads,Advertising & Marketing,Search & shopping ads,1222.36,0.00,USD,Business Credit Card,no,
EXP-5562,2025-12-02,PayPal Fees,Bank & Processor Fees,Processing fees,237.89,0.00,USD,Business Credit Card,no,
EXP-5550,2025-12-02,Stripe Fees,Bank & Processor Fees,Card processing fees,399.09,0.00,USD,Business Credit Card,no,
EXP-5542,2025-12-02,FedEx,Shipping & Postage,Express shipments,609.69,0.00,USD,Business Credit Card,no,
EXP-5503,2025-12-02,UPS,Shipping & Postage,Outbound shipping labels,183.45,0.00,USD,Business Credit Card,no,
EXP-5563,2025-12-03,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,3320.49,0.00,USD,Business Credit Card,no,
EXP-5582,2025-12-03,Adobe Creative Cloud,Software & Subscriptions,Design software subscription,64.95,0.00,USD,Business Credit Card,no,
EXP-5594,2025-12-03,Pacific Gas & Electric,Utilities,Studio utilities,164.72,0.00,USD,ACH,no,
EXP-5577,2025-12-03,TikTok Ads,Advertising & Marketing,Paid social campaign,626.36,0.00,USD,Business Credit Card,no,
EXP-5580,2025-12-03,TikTok Ads,Advertising & Marketing,Paid social campaign,1204.95,0.00,USD,Business Credit Card,no,
EXP-5526,2025-12-04,USPS,Shipping & Postage,First-class & priority shipping,45.03,0.00,USD,Business Credit Card,no,
EXP-5516,2025-12-04,USPS,Shipping & Postage,First-class & priority shipping,29.69,0.00,USD,Business Credit Card,no,
EXP-5574,2025-12-05,Google Ads,Advertising & Marketing,Search & shopping ads,352.78,0.00,USD,Business Credit Card,no,
EXP-5595,2025-12-05,Hartford Business Insurance,Insurance,Annual business policy,340.00,0.00,USD,ACH,no,
EXP-5544,2025-12-05,FedEx,Shipping & Postage,Express shipments,616.01,0.00,USD,Business Credit Card,no,
EXP-5551,2025-12-05,Stripe Fees,Bank & Processor Fees,Card processing fees,147.96,0.00,USD,Business Credit Card,no,
EXP-5496,2025-12-05,UPS,Shipping & Postage,Outbound shipping labels,95.60,0.00,USD,Business Credit Card,no,
EXP-5579,2025-12-05,TikTok Ads,Advertising & Marketing,Paid social campaign,421.39,0.00,USD,Business Credit Card,no,
EXP-5529,2025-12-06,USPS,Shipping & Postage,First-class & priority shipping,130.93,0.00,USD,Business Credit Card,no,
EXP-5518,2025-12-07,USPS,Shipping & Postage,First-class & priority shipping,51.19,0.00,USD,Business Credit Card,no,
EXP-5537,2025-12-07,FedEx,Shipping & Postage,Express shipments,241.91,0.00,USD,Business Credit Card,no,
EXP-5506,2025-12-07,UPS,Shipping & Postage,Outbound shipping labels,318.89,0.00,USD,Business Credit Card,no,
EXP-5515,2025-12-07,USPS,Shipping & Postage,First-class & priority shipping,230.78,0.00,USD,Business Credit Card,no,
EXP-5592,2025-12-08,WeWork Studio Space,Rent,Monthly studio rent,1850.00,0.00,USD,ACH,no,
EXP-5553,2025-12-08,Stripe Fees,Bank & Processor Fees,Card processing fees,221.74,0.00,USD,Business Credit Card,no,
EXP-5546,2025-12-08,FedEx,Shipping & Postage,Express shipments,144.97,0.00,USD,Business Credit Card,no,
EXP-5517,2025-12-08,USPS,Shipping & Postage,First-class & priority shipping,130.41,0.00,USD,Business Credit Card,no,
EXP-5548,2025-12-09,Shopify,Software & Subscriptions,Monthly storefront subscription,281.20,0.00,USD,Business Credit Card,no,
EXP-5539,2025-12-09,FedEx,Shipping & Postage,Express shipments,232.81,0.00,USD,Business Credit Card,no,
EXP-5586,2025-12-09,Pacific Coast Textiles,Cost of Goods Sold,Fabric raw material order,3866.91,0.00,USD,Business Credit Card,no,
EXP-5545,2025-12-10,FedEx,Shipping & Postage,Express shipments,18.97,0.00,USD,Business Credit Card,no,
EXP-5514,2025-12-10,USPS,Shipping & Postage,First-class & priority shipping,24.24,0.00,USD,Business Credit Card,no,
EXP-5578,2025-12-10,TikTok Ads,Advertising & Marketing,Paid social campaign,1912.92,0.00,USD,Business Credit Card,no,
EXP-5536,2025-12-11,USPS,Shipping & Postage,First-class & priority shipping,148.37,0.00,USD,Business Credit Card,no,
EXP-5533,2025-12-11,USPS,Shipping & Postage,First-class & priority shipping,203.70,0.00,USD,Business Credit Card,no,
EXP-5492,2025-12-11,UPS,Shipping & Postage,Outbound shipping labels,203.79,0.00,USD,Business Credit Card,no,
EXP-5557,2025-12-11,PayPal Fees,Bank & Processor Fees,Processing fees,256.84,0.00,USD,Business Credit Card,no,
EXP-5588,2025-12-12,Uline Packaging,Packaging & Supplies,"Boxes, mailers, void fill",520.97,0.00,USD,Business Credit Card,no,
EXP-5593,2025-12-12,WeWork Studio Space,Rent,Monthly studio rent,1850.00,0.00,USD,ACH,no,
EXP-5524,2025-12-12,USPS,Shipping & Postage,First-class & priority shipping,163.83,0.00,USD,Business Credit Card,no,
EXP-5552,2025-12-12,Stripe Fees,Bank & Processor Fees,Card processing fees,733.91,0.00,USD,Business Credit Card,no,
EXP-5531,2025-12-12,USPS,Shipping & Postage,First-class & priority shipping,217.18,0.00,USD,Business Credit Card,no,
EXP-5590,2025-12-12,EcoEnclose,Packaging & Supplies,Compostable mailers and tissue,993.41,0.00,USD,Business Credit Card,no,
EXP-5541,2025-12-13,FedEx,Shipping & Postage,Express shipments,15.12,0.00,USD,Business Credit Card,no,
EXP-5522,2025-12-14,USPS,Shipping & Postage,First-class & priority shipping,180.59,0.00,USD,Business Credit Card,no,
EXP-5534,2025-12-14,USPS,Shipping & Postage,First-class & priority shipping,184.82,0.00,USD,Business Credit Card,no,
EXP-5540,2025-12-15,FedEx,Shipping & Postage,Express shipments,285.74,0.00,USD,Business Credit Card,no,
EXP-5576,2025-12-15,Google Ads,Advertising & Marketing,Search & shopping ads,2754.71,0.00,USD,Business Credit Card,no,
EXP-5498,2025-12-16,UPS,Shipping & Postage,Outbound shipping labels,101.68,0.00,USD,Business Credit Card,no,
EXP-5494,2025-12-17,UPS,Shipping & Postage,Outbound shipping labels,320.36,0.00,USD,Business Credit Card,no,
EXP-5528,2025-12-17,USPS,Shipping & Postage,First-class & priority shipping,84.98,0.00,USD,Business Credit Card,no,
EXP-5584,2025-12-18,Avalara Sales Tax,Software & Subscriptions,Sales tax automation subscription,95.80,0.00,USD,Business Credit Card,no,
EXP-5538,2025-12-18,FedEx,Shipping & Postage,Express shipments,575.32,0.00,USD,Business Credit Card,no,
